1,114 (113),Aug 19,WSH,,CHW,L,8-9,GS-0,4,2,0,0,0,0,0,0,0,,0,0,2,,,,0,0,.000,.000,.000,.000,9,,,,P
2,120 (5),Aug 26 (2),WSH,,SLB,L,5-9,GS-3,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,.000,.000,.000,.000,9,.86,-0.025,-0.25,P
