1,114,Aug 19,WSH,,CHW,L,8-9,GS-,,99,7.2,9,7,7,5,4,0,2,8.22,39,,,,,,32,,,,,,32,,,,,0,,,,,,
2,120,Aug 26(2),WSH,,SLB,L,5-9,GS-3,L(0-1),6,2.0,10,7,7,0,0,0,0,13.03,14,3,1,0,0,10,8,,,0,0,0,14,1,0,0,2,0,0,1.06,-0.317,-4.91, 1t start tie, 3t 12- 0 out d5
