117 (116),Aug 9,KCR,@,CAL,W,5-3,,6,1.0,0,0,0,0,0,P
119 (1),Aug 11,KCR,@,CAL,L,5-6,GF,3,1.0,0,1,0,1,0,P
121 (1),Aug 13,KCR,@,SEA,L,5-9,GF,4,1.0,0,0,0,0,0,P
125 (3),Aug 18,KCR,@,TEX,L,3-10,,8,1.1,0,0,0,0,0,P
127 (1),Aug 20,KCR,,TOR,L,5-6,,3,1.0,1,2,0,3,1,P
128,Aug 21,KCR,,TOR,L,2-6,,6,1.2,0,0,0,0,0,P
131 (2),Aug 24,KCR,,DET,W,9-2,GF,1,0.1,0,0,0,0,0,P
134 (2),Aug 28,KCR,,TEX,W,4-3,,7,2.0,0,1,0,1,0,P
137 (2),Aug 31,KCR,@,DET,W,3-1,,6,1.2,0,1,0,1,0,P
138,Sep 1,KCR,@,DET,W,3-2,,7,2.0,0,0,0,0,0,P
142 (3),Sep 6,KCR,@,OAK,L,1-7,GF,5,1.0,0,0,0,0,0,P
145 (2),Sep 10,KCR,,SEA,W,4-2,GF,3,1.0,0,0,0,0,0,P
146,Sep 11,KCR,,SEA,W,4-2,GF,5,1.0,0,0,0,0,0,P
150 (3),Sep 16,KCR,,MIN,W,6-5,GF,6,1.0,0,1,0,1,0,P
151,Sep 17,KCR,,MIN,W,4-2,GF,2,1.0,0,0,0,0,0,P
154 (2),Sep 20,KCR,@,CLE,W,6-4,GF,4,1.0,0,0,0,0,0,P
159 (4),Sep 27,KCR,,CLE,W,11-6,GF,6,1.0,0,0,0,0,0,P
