1,143 (142),Sep 13,DET,,PHA,L,5-11,GS-1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,9,,,,P
2,153 (9),Sep 24,DET,,SLB,L,4-7,GS-0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,.000,.000,.000,.000,9,,,,P
