1,143,Sep 13,DET,,PHA,L,5-11,GS-1,,99,0.1,4,5,5,2,0,0,0,135.00,7,1,0,0,0,4,21,,,0,0,0,5,2,0,0,0,0,0,1.57,-0.373,-4.69, 1t start tie, 1t 1-3 1 out d4
2,153,Sep 24,DET,,SLB,L,4-7,GS-,L(0-1),10,7.1,10,6,4,3,0,0,0,10.57,35,,,,,,35,,,,,,31,,,0,,0,,,,,,
