4,132,Sep 11,CIN,,CHC,L,0-2,,,99,1.0,0,0,0,0,2,0,0,0.00,3,,,,,3,0,0,0,,0,
5,134,Sep 13,CIN,,PIT,L,4-5,GS-,,1,5.0,5,4,0,5,0,0,0,0.00,23,44,,,,18,0,0,,,0,
6,140,Sep 17(1),CIN,,PHI,L,0-6,CG,L(0-1),3,9.0,6,6,0,6,6,0,0,0.00,39,63,,,,33,0,0,,,0,
7,148,Sep 22,CIN,,BRO,W,5-3,CG,W(1-1),4,9.0,8,3,0,1,3,0,0,0.00,36,67,,,,35,0,0,,,0,
8,152,Sep 27,CIN,,BSN,W,8-4,,W(2-1),4,7.0,4,1,0,3,3,0,0,0.00,28,,,,,25,0,0,,,0,
9,158,Oct 9(2),CIN,,STL,L,2-6,CG,L(2-2),11,9.0,5,6,0,4,6,0,1,0.00,39,67,,,,33,1,1,,,1,
10,159,Oct 12,CIN,,CHC,W,4-3,,S(1),2,4.0,6,2,0,0,0,0,1,0.00,18,,,,,17,0,0,0,,0,
