126,1,Apr 1,OAK,,SEA,L,2-6,5-6,,99,0.2,0,1,1,1,1,0,0,13.50,3,12,6,1,1,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,2.09,0.030,0.25, 5t 12- 2 out a1, 6t -2- 1 out a1
127,3,Apr 3,OAK,,SEA,W,7-1,8-GF,,1,2.0,0,0,0,1,3,0,0,3.38,7,25,14,4,3,1,2,0,2,0,,0,0,0,0,0,6,0,0,0,0,0,0,.06,0.008,0.98, 8t --- 0 out a6, 9t end a 6
128,4,Apr 5,OAK,@,TOR,L,6-7,9-9,,1,1.0,0,0,0,0,2,0,0,2.45,3,11,8,3,4,0,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.84,0.142,0.52, 9b --- 0 out tie, 9b 3 out tie
129,9,Apr 10,OAK,@,MIN,W,5-3,8-8,,4,0.1,1,1,1,0,0,1,0,4.50,2,7,4,0,1,1,1,0,0,0,,2,2,0,0,0,2,0,0,0,0,0,0,.66,-0.039,-1.70, 8b -23 1 out a5, 8b --- 2 out a2
130,11,Apr 12,OAK,@,CHW,L,5-6,7-9,,1,2.1,0,0,0,1,1,0,0,2.84,8,30,21,8,1,2,4,2,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,1.56,0.275,1.17, 7b --- 2 out tie, 9b 3 out tie
131,13,Apr 14,OAK,,DET,L,0-3,8-8,,1,0.2,0,0,0,2,1,0,0,2.57,4,20,8,1,1,0,1,0,0,0,,2,2,0,0,0,1,0,0,0,0,1,0,.99,-0.100,-1.01, 8t 12- 0 out d1, 8t 1-3 2 out d3
132,18,Apr 20,OAK,,BOS,L,3-5,7-7,,5,1.0,2,1,1,0,1,1,0,3.38,4,15,11,4,0,1,2,2,0,0,,0,0,0,0,0,4,0,0,0,1,0,0,.25,-0.035,-0.51, 7t --- 0 out d3, 7t 3 out d4
133,20,Apr 22,OAK,@,SEA,L,0-4,5-5,,1,0.0,1,1,1,2,0,0,0,4.50,3,13,4,1,0,1,0,0,0,0,,2,2,0,0,0,1,0,0,0,0,0,0,1.88,-0.173,-3.00, 5b 1-3 1 out d1, 5b 1-3 1 out d4
134,23,Apr 25,OAK,@,LAA,L,0-5,8-GF(8),,2,1.0,0,0,0,2,0,0,0,4.00,4,15,6,2,0,1,1,1,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,.04,0.001,0.46, 8b --- 0 out d5, 8b end d 5
135,24,Apr 26,OAK,@,LAA,L,3-8,8-GF(8),,0,1.0,2,1,1,1,0,0,0,4.50,6,14,9,2,0,0,5,1,1,0,,0,0,0,0,0,4,0,1,0,0,1,0,.02,-0.005,-0.54, 8b --- 0 out d4, 8b end d 5
