1,78 (77),Jun 29,ATL,,CLE,L,0-3,GS-7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,9,1.18,-0.043,-0.26,,,P
2,83 (4),Jul 4,ATL,@,PHI,L,2-8,GS-7,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.250,.250,.250,.500,9,.43,-0.024,-0.33,,,P
3,90 (6),Jul 15,ATL,,COL,L,2-11,4-5,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.250,.250,.250,.500,9,,,,,,P
4,93 (2),Jul 18,ATL,@,CIN,L,2-8,6-7,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.250,.250,.250,.500,9,,,,,,P
5,96 (2),Jul 21,ATL,@,COL,L,3-7,6-7,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.250,.250,.250,.500,9,,,,,,P
6,97,Jul 22,ATL,@,COL,L,3-4,5-6,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.250,.250,.250,.500,9,,,,,,P
7,99 (1),Jul 24,ATL,@,COL,L,2-7,4-6,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.250,.250,.250,.500,9,,,,,,P
8,102 (2),Jul 28,ATL,,PHI,L,5-7,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.250,.250,.250,.500,2,,,,,,P
9,105 (2),Jul 31,ATL,,PHI,W,2-1,GS-5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.200,.200,.200,.400,9,.47,-0.012,-0.10,,,P
10,109 (3),Aug 5,ATL,@,STL,L,0-1,GS-6,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.143,.143,.143,.286,9,1.18,-0.063,-0.46,,,P
11,114 (4),Aug 10,ATL,@,MIL,L,3-4,GS-5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.143,.143,.143,.286,9,1.37,-0.016,-0.18,,,P
12,119 (4),Aug 16,ATL,,MIN,L,2-4,GS-6,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.111,.111,.111,.222,9,1.02,-0.054,-0.38,,,P
13,124 (4),Aug 21,ATL,,WSN,W,7-6,GS-6,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.091,.091,.091,.182,9,2.31,-0.113,-1.05,,,P
14,129 (4),Aug 26,ATL,@,SFG,L,0-7,GS-5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.154,.154,.154,.308,9,1.54,-0.085,-1.07,,,P
15,135 (5),Sep 2,ATL,@,PHI,W,8-4,GS-6,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.143,.143,.143,.286,9,.74,-0.030,-0.28,,,P
16,139 (3),Sep 6,ATL,@,WSN,L,7-9,3-6,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.200,.200,.200,.400,9,1.71,0.071,0.58,,,P
17,143 (3),Sep 11,ATL,,NYM,L,3-10,3-5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.188,.188,.188,.375,9,.37,-0.009,-0.16,,,P
18,146 (2),Sep 14,ATL,,MIA,L,5-7,9-9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.188,.188,.188,.375,9,,,,,,P
19,155 (8),Sep 24,ATL,@,MIA,L,4-6,5-7,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.188,.188,.188,.375,9,,,,,,P
20,157 (1),Sep 28,ATL,,PHI,W,12-2,6-7,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.188,.188,.188,.375,9,,,,,,P
21,159 (1),Sep 30,ATL,,DET,L,2-6,5-5,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.188,.188,.188,.375,9,,,,,,P
