4,13,Apr 30,CIN,,NYG,L,1-4,9-GF,,99,1.0,1,0,0,0,0,0,0,0.00,4,2,1,0,0,1,,0,0,0,0,0,4,0,0,0,0,0,0,.12,0.007,0.46, 9t --- 0 out d3, 9t end d 3
5,26,May 15,CIN,@,PHI,L,1-5,7-GF(8),,14,2.0,2,0,0,0,0,0,0,0.00,8,5,1,0,0,2,,0,0,1,0,0,8,1,0,0,0,0,0,.09,0.008,0.93, 7b --- 0 out d4, 8b end d 4
