1,129,Sep 5(2),CLE,,CHW,L,0-3,,,99,1.0,0,0,0,0,0,0,0,0.00,3,,,,,3,,,,,0,
2,130,Sep 6,CLE,,CHW,L,1-6,,,0,1.0,2,0,0,0,0,0,0,0.00,3,,,,,3,,,,,0,
3,137,Sep 14,CLE,,DET,L,4-6,GS-,L(0-1),7,6.0,12,5,5,3,1,0,0,5.62,33,26,,,,30,,,,,0,
