64 (63),Jun 29,NYY,@,BOS,L,1-2,CG,0,9.1,3,0,0,3,0,
65,Jun 30,NYY,@,BOS,L,2-9,CG,0,8.0,0,0,0,0,0,
71 (5),Jul 7,NYY,@,SLB,L,0-1,GF,0, ,0,0,0,0,0,
72,Jul 8,NYY,@,SLB,L,2-8,CG,0,8.0,1,0,0,1,0,
73,Jul 9,NYY,@,SLB,W,2-1,CG,0,9.0,0,2,0,2,1,
74,Jul 10,NYY,@,SLB,W,7-5,CG,0,17.0,6,5,1,12,1,
75,Jul 12 (1),NYY,@,CHW,L,1-2,CG,0,9.2,0,3,0,3,1,
76,Jul 12 (2),NYY,@,CHW,L,3-5,CG,0,8.0,2,2,0,4,0,
77,Jul 13,NYY,@,CHW,W,6-5,CG,0,11.0,1,1,1,3,0,
78,Jul 14,NYY,@,CHW,L,1-4,CG,0,8.0,3,3,0,6,1,
79,Jul 15 (1),NYY,@,CLE,W,4-0,CG,0,9.0,1,1,0,2,0,
80,Jul 15 (2),NYY,@,CLE,W,8-2,GS,0, ,1,1,0,2,0,
84 (3),Jul 19,NYY,@,DET,L,0-2,GF,0,1.0,0,0,0,0,0,
91 (6),Jul 26,NYY,,CHW,W,6-5,CG,0,14.0,3,3,0,6,2,
92,Jul 27,NYY,,CHW,L,5-9,CG,0,9.0,3,1,0,4,1,
93,Jul 28 (1),NYY,,CHW,W,5-4,CG,0,9.0,2,2,1,5,0,
94,Jul 28 (2),NYY,,CHW,W,4-3,CG,0,9.0,5,2,0,7,1,
95,Jul 30,NYY,,SLB,W,3-2,CG,0,9.0,0,3,0,3,0,
96,Jul 31,NYY,,SLB,W,4-1,GS,0, ,2,0,0,2,0,
105 (8),Aug 9,NYY,,CLE,L,2-5,GF,0,1.0,0,0,0,0,0,
108 (2),Aug 13,NYY,@,WSH,L,5-9,GF,0, ,1,1,0,2,0,
109,Aug 14 (1),NYY,@,WSH,L,0-1,CG,0,8.0,1,1,1,3,0,
110,Aug 14 (2),NYY,@,WSH,L,1-10,CG,0,8.0,1,1,0,2,0,
114 (3),Aug 20,NYY,@,DET,L,2-3,CG,0,8.1,1,0,0,1,0,
126 (11),Sep 4 (1),NYY,@,BOS,L,2-4,GF,0, ,0,0,0,0,0,
