1,Apr 14,DET,,SLB,W,3-2,CG,0,13.0,1,3,0,4,0,
2,Apr 16,DET,,SLB,L,5-8,CG,0,9.0,1,3,0,4,0,
3,Apr 17,DET,,SLB,L,1-2,GS,0,7.0,3,2,0,5,1,
