1,133 (132),Sep 12,BOS,@,WSH,W,6-5,CG,4,3,0,1,0,0,0,0,0,,1,0,1,,,,0,,.333,.333,.333,.667,7,SS
2,134,Sep 13,BOS,@,WSH,L,1-3,GS-0,3,3,0,0,0,0,0,0,0,,1,0,0,,,,0,,.167,.167,.167,.333,7,SS
