20,21 (20),Apr 27,COL,,PIT,L,8-9,4-6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,9,2.22,-0.034,-0.34,,,P
21,26 (4),May 3,COL,@,SDP,L,3-6,GS-6,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.000,.000,.000,9,.66,-0.018,-0.29,,,P
22,31 (4),May 8,COL,@,SFG,W,2-0,GS-7,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,9,.55,-0.029,-0.32,,,P
23,36 (4),May 14,COL,,NYM,W,7-4,GS-6,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.000,.000,.000,9,.61,-0.053,-1.46,,,P
24,41 (4),May 20,COL,@,PIT,L,1-2,GS-7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,9,.82,-0.041,-0.31,,,P
25,48 (6),May 28,COL,,SFG,L,5-10,GS-5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,9,.80,-0.021,-0.27,,,P
26,53 (4),Jun 2,COL,,CIN,L,4-11,GS-5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.111,.111,.111,.222,9,.76,0.030,0.28,,,P
27,58 (4),Jun 7,COL,@,LAD,L,3-4,GS-7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.091,.091,.091,.182,9,1.39,-0.065,-0.58,,,P
28,67 (8),Jun 18,COL,@,MIA,L,6-9,2-6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.083,.083,.083,.167,9,.70,-0.017,-0.30,,,P
29,72 (4),Jun 23,COL,,ARI,L,6-7,GS-6,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.077,.077,.077,.154,9,1.30,-0.044,-0.52,,,P
30,77 (4),Jun 28,COL,,TOR,L,9-14,GS-4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.071,.071,.071,.143,9,1.17,-0.052,-0.60,,,P
31,142 (64),Sep 10,COL,@,SDP,L,3-6,5-8,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.071,.071,.071,.143,9,,,,,,P
32,145 (2),Sep 13,COL,@,ARI,L,4-11,4-5,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.071,.071,.071,.143,9,,,,,,P
33,151 (5),Sep 20,COL,,STL,L,5-10,5-7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.067,.067,.067,.133,9,.43,-0.011,-0.27,,,P
34,155 (3),Sep 24,COL,@,LAD,L,1-14,6-7,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.067,.067,.067,.133,2,,,,,,P
35,161 (5),Oct 1,COL,,MIL,L,3-4,6-8,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.067,.067,.067,.133,9,,,,,,P
