1,9 (8),Apr 24,BSN,,BRO,W,1-0,GS-0,2,2,0,0,0,0,0,0,0,,1,0,0,,,,0,,.000,.000,.000,.000,3,1B
2,10,Apr 25,BSN,,BRO,L,1-7,CG,4,4,0,0,0,0,0,0,0,,0,0,0,,,,0,,.000,.000,.000,.000,3,1B
3,11,Apr 26,BSN,,PHI,L,4-10,CG,4,4,0,0,0,0,0,0,0,,0,0,0,,,,0,,.000,.000,.000,.000,3,1B
4,25 (13),May 15,BSN,,CIN,L,5-11,0-0,1,1,0,1,0,0,0,0,0,,0,0,0,,,,0,,.091,.091,.091,.182,9,PH
5,27 (1),May 19,BSN,,CIN,L,8-9,0-GF(10),1,1,0,0,0,0,0,0,0,,1,0,0,,,,0,,.083,.083,.083,.167,9,PH
6,37 (9),Jun 2,BSN,@,PIT,L,4-7,0-0,1,1,0,0,0,0,0,0,0,,1,0,0,,,,0,,.077,.077,.077,.154,9,PH
