1,3,Apr 19,CIN,,STL,L,8-11,,,99,1.0,0,0,0,1,0,0,0,0.00,3,,,,,2,,,,,0,
2,10,Apr 26,CIN,@,STL,L,4-8,,,6,3.0,6,1,1,1,1,0,0,2.25,14,,,,,13,,,,,0,
3,17,May 4,CIN,@,PIT,L,6-11,,,7,0.2,4,4,4,1,0,0,0,9.64,7,,,,,6,,,,,0,
