111,5 (4),Apr 19 (1),WSH,@,BOS,W,3-2,CG,3,3,0,0,0,0,0,1,0,,0,0,0,,,,0,,.000,.000,.000,.000,9,P
112,11 (5),Apr 26,WSH,,PHA,L,2-3,0-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,.000,.000,.000,.000,9,P
113,13 (1),Apr 28,WSH,,PHA,W,7-6,0-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,.000,.000,.000,.000,9,P
114,16 (2),May 2,WSH,,BOS,W,7-4,GS-0,3,3,0,0,0,0,0,0,0,,1,0,0,,,,0,,.000,.000,.000,.000,9,P
115,19 (2),May 8,WSH,@,PHA,L,2-4,0-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,.000,.000,.000,.000,9,P
116,21 (1),May 10,WSH,,SLB,W,1-0,CG,3,2,0,0,0,0,0,0,1,,0,0,0,,,,0,,.000,.111,.000,.111,9,P
117,25 (3),May 15,WSH,,DET,W,6-5,GS-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,.000,.111,.000,.111,9,P
118,29 (3),May 19,WSH,,CLE,L,1-7,GS-0,1,1,0,1,0,0,0,0,0,,0,0,0,,,,0,,.111,.200,.111,.311,9,P
119,33 (3),May 24,WSH,,CHW,L,1-4,0-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,.111,.200,.111,.311,9,P
120,34,May 25,WSH,,CHW,T,3-3,0-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,.111,.200,.111,.311,9,P
121,40 (5),May 30 (2),WSH,@,BOS,L,2-8,GS-0,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.100,.182,.100,.282,9,P
122,49 (8),Jun 11,WSH,@,CHW,L,0-5,GS-0,2,2,0,0,0,0,0,0,0,,1,0,0,,,,0,,.083,.154,.083,.237,9,P
123,53 (3),Jun 15,WSH,@,SLB,W,1-0,CG,3,2,0,0,0,0,0,0,0,,0,0,1,,,,0,,.071,.133,.071,.205,9,P
124,61 (7),Jun 24 (1),WSH,@,NYY,L,1-2,GS-0,2,2,0,0,0,0,0,0,0,,1,0,0,,,,0,,.063,.118,.063,.180,9,P
125,64 (2),Jun 27,WSH,@,NYY,L,2-3,GS-0,2,1,1,1,0,0,0,0,1,,0,0,0,,,,0,,.118,.211,.118,.328,9,P
126,68 (3),Jul 1,WSH,,BOS,W,4-2,GS-0,3,3,0,0,0,0,0,0,0,,1,0,0,,,,0,,.100,.182,.100,.282,9,P
127,73 (4),Jul 6,WSH,,SLB,W,2-1,CG,3,3,0,2,0,0,0,0,0,,1,0,0,,,,0,,.174,.240,.174,.414,9,P
