160,35,May 30,CLE,,CHW,W,8-6,GS-,,99,7.0,7,6,3,4,4,0,0,3.86,31,45,,,,26,,,,,0,
161,38,Jun 1,CLE,,DET,L,10-11,,,1,1.0,0,0,0,1,0,0,0,3.38,4,,,,,2,,,,,0,
162,40,Jun 3,CLE,,DET,L,3-6,GS-,L(0-1),1,5.0,9,4,4,5,0,0,0,4.85,28,28,,,,22,,,,,0,
