1,137,Sep 10(1),BSN,,PHI,L,0-4,,,99,1.0,2,2,2,1,0,0,0,18.00,6,,,,,4,,,,,0,
2,144,Sep 17,BSN,@,PIT,L,2-11,7-GF(8),,6,1.2,3,1,1,1,1,0,0,10.12,8,,1,0,0,6,0,0,0,1,1,0
