1,11,Apr 22(1),CHW,,KCA,L,1-7,5-5,,99,1.0,0,0,0,1,0,0,0,0.00,4,0,3,0,0,0,,2,1,0,0,0,3,0,0,0,0,0,0,.45,0.001,0.49, 5t 12- 0 out d4, 5t 3 out d5
2,22,May 4,CHW,@,BOS,L,6-13,8-GF(8),,11,1.0,0,0,0,0,2,0,0,0.00,3,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,0.51, 8b --- 0 out d7, 8b end d 7
3,23,May 5,CHW,@,BOS,L,3-8,5-6,,0,2.0,2,1,1,1,1,0,1,2.25,9,0,4,2,0,2,,0,0,0,0,0,7,0,0,0,0,0,0,.18,-0.014,0.02, 5b --- 0 out d7, 6b 3 out d5
4,35,May 19,CHW,,BAL,L,6-11,8-GF,,13,2.0,0,1,1,6,0,0,0,3.00,12,2,4,0,0,0,,0,0,1,0,0,4,0,0,1,0,1,0,.12,-0.013,-0.01, 8t --- 0 out d4, 9t end d 5
5,45,May 30(1),CHW,@,DET,L,3-7,7-GF(8),,10,2.0,0,0,0,4,1,0,0,2.25,10,1,4,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.03,0.002,1.03, 7b --- 0 out d6, 8b end d 6
6,47,May 31,CHW,@,DET,L,5-13,7-GF(8),,0,2.0,2,3,0,3,2,0,0,1.80,12,3,2,0,0,2,,0,0,0,0,0,9,2,0,0,0,0,1,.02,-0.006,-1.97, 7b --- 0 out d6, 8b end d 9
7,50,Jun 2(2),CHW,@,BAL,L,4-11,8-GF(8),,1,1.0,0,0,0,2,1,0,0,1.64,5,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,0.46, 8b --- 0 out d7, 8b end d 7
8,57,Jun 10(1),CHW,@,MIN,L,4-8,8-8,,7,0.0,1,2,2,2,0,1,0,3.27,3,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,.22,-0.051,-2.39, 8b --- 0 out d2, 8b 1-- 0 out d4
9,142,Sep 7,CHW,,WSA,L,2-7,8-GF,,88,2.0,0,0,0,2,0,0,0,2.77,7,0,5,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.07,0.005,0.99, 8t --- 0 out d5, 9t end d 5
10,148,Sep 13,CHW,@,MIN,L,1-5,8-GF(8),,5,1.0,0,0,0,0,0,0,0,2.57,3,1,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.04,0.003,0.52, 8b --- 0 out d4, 8b end d 4
11,152,Sep 18,CHW,,BOS,L,5-10,7-GF,,4,3.0,0,0,0,2,0,0,0,2.12,11,3,6,0,0,0,,0,0,1,0,0,9,0,0,0,0,0,0,.03,0.006,1.48, 7t --- 0 out d6, 9t end d 6
12,158,Sep 25,CHW,@,BOS,L,0-4,8-GF(8),,6,1.0,0,0,0,0,1,0,0,2.00,3,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.04,0.003,0.51, 8b --- 0 out d4, 8b end d 4
