60,11,Apr 27,PHI,,NYG,L,5-10,,,99,6.0,9,5,4,4,2,0,0,6.00,31,,,,,25,,,,,0,
61,14,Apr 30,PHI,@,BRO,L,0-4,,,2,1.0,1,1,1,0,0,1,0,6.43,4,,,,,4,,,,,0,
62,20,May 11,PHI,@,CHC,W,11-9,,,10,0.2,2,1,1,0,0,0,0,7.04,4,,,,,4,,,,,0,
63,24,May 15,PHI,@,STL,L,7-19,,,3,1.0,3,4,4,1,0,1,0,10.38,7,,,,,6,,,,,0,
64,32,May 25(2),PHI,,BRO,L,6-9,,,9,2.1,2,2,2,2,1,1,0,9.82,11,,,,,9,,,,,0,
65,38,May 29,PHI,,NYG,W,5-3,,W(1-0),3,3.1,2,0,0,1,1,0,0,7.53,13,,,,,12,,,,,0,
66,40,May 30(2),PHI,,NYG,L,7-16,,,0,0.2,4,4,4,0,0,0,0,9.60,6,,,,,6,,,,,0,
