3 (2),Apr 12,NYM,@,CHC,W,2-1,GF,4,1.0,1,0,0,1,0,2B
6 (2),Apr 18,NYM,,MON,L,3-5,GF,4,1.0,0,0,0,0,0,PR 3B
9 (2),Apr 22,NYM,@,PIT,T,2-2,GF,10,3.0,1,1,0,2,0,2B
14 (4),Apr 29,NYM,,PIT,L,0-10,GF,7,2.0,1,1,0,2,0,PH 2B
32 (17),May 18,NYM,@,SFG,L,1-3,CG,36,8.0,1,2,1,4,0,2B
33,May 19,NYM,@,SFG,L,1-4,CG,32,8.0,2,4,0,6,1,2B
34,May 20,NYM,@,SFG,W,4-3,CG,42,10.0,2,2,0,4,0,2B
35,May 22,NYM,@,STL,W,9-3,CG,36,9.0,1,5,0,6,1,2B
36,May 23,NYM,@,STL,L,2-8,CG,40,8.0,4,4,1,9,0,2B
38 (1),May 25,NYM,,PHI,W,13-3,GF,6,2.0,0,0,0,0,0,2B
42 (3),May 30,NYM,,CHC,L,3-10,GF,8,2.0,0,1,0,1,0,2B
45 (2),Jun 2,NYM,@,PHI,L,7-9,GF,16,4.0,1,1,0,2,0,2B
