76,4 (3),Apr 13,CHC,,MON,W,8-3,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,3,.02,0.000,-0.32,LF
77,5,Apr 14,CHC,,MON,W,4-2,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,3,,,,LF
78,6,Apr 15,CHC,,PHI,W,2-1,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,3,,,,LF
79,8 (1),Apr 17,CHC,,PHI,W,5-4,5-6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,9,1.17,0.046,0.38,PH
80,9,Apr 19,CHC,@,MON,L,3-5,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.333,.333,.333,.667,3,.87,-0.021,-0.14,PH LF
81,12 (2),Apr 22,CHC,@,PIT,L,3-5,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250,.250,.250,.500,7,.86,-0.021,-0.14,PH
82,13,Apr 23,CHC,@,PIT,W,5-0,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.200,.200,.200,.400,3,.02,0.000,-0.14,LF
83,35 (21),May 20,CHC,,CIN,W,6-1,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,.222,.222,.222,.444,6,.54,-0.046,-0.57,LF
84,36,May 21,CHC,,CIN,L,2-5,GS-7,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,.182,.182,.182,.364,7,1.01,0.017,0.23,LF
85,37,May 22,CHC,,CIN,W,7-4,6-7,1,1,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,.250,.250,.500,.750,9,4.42,0.420,2.69,PH
86,38,May 24,CHC,,HOU,L,2-6,7-GF,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.308,.357,.538,.896,9,.83,0.045,0.41,PH LF
87,39,May 25,CHC,,HOU,W,5-4,7-8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.286,.333,.500,.833,9,.81,-0.021,-0.10,PH
88,42 (2),May 28,CHC,@,CIN,L,11-13,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.267,.313,.467,.779,9,2.83,-0.062,-0.35,PH
89,43,May 29,CHC,@,CIN,L,0-1,7-7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250,.294,.438,.732,9,.79,-0.020,-0.10,PH
90,46 (2),Jun 2,CHC,@,HOU,L,3-4,8-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.235,.278,.412,.690,9,2.13,-0.052,-0.21,PH LF
91,49 (2),Jun 6,CHC,,PIT,W,3-2,11-12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.222,.263,.389,.652,4,1.80,-0.044,-0.16,PH
92,51 (1),Jun 8,CHC,,PIT,W,7-3,7-8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.263,.300,.421,.721,9,.01,0.000,0.13,PH
93,52,Jun 9,CHC,,PIT,W,5-1,6-7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250,.286,.400,.686,9,.62,-0.017,-0.50,PH
94,53,Jun 10,CHC,@,MON,W,5-4,8-8,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.250,.286,.400,.686,9,,,,PH
95,54,Jun 11,CHC,@,MON,W,5-3,7-7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.238,.273,.381,.654,9,1.74,-0.040,-0.26,PH
96,57 (2),Jun 14,CHC,,STL,L,10-11,7-8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.227,.261,.364,.625,9,1.21,-0.033,-0.36,PH
97,59 (1),Jun 16,CHC,,STL,L,2-5,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.231,.259,.346,.605,7,1.17,-0.082,-0.57,LF
