1,1,Apr 11,PIT,@,STL,L,7-14,6-6,,99,0.1,5,6,6,2,0,1,0,162.00,8,,2,0,0,5,1,0,0,0,0,0
2,27,May 15,PIT,,BRO,L,3-10,5-GF,,33,5.0,4,2,2,4,1,0,0,13.50,22,,0,0,0,16,0,0,0,1,2,0
3,36,May 25,PIT,,CHC,L,3-10,5-GF,,9,5.0,6,1,1,0,2,0,0,7.84,20,,0,0,0,20,3,0,0,1,0,0
4,39,May 29,PIT,,STL,L,1-7,9-GF,,3,1.0,1,0,0,0,1,0,0,7.15,3,,0,0,0,3,0,0,0,1,0,0
5,40,May 30(1),PIT,,STL,L,1-10,3-7,,0,4.2,8,5,5,1,1,0,0,7.88,22,,1,0,0,19,1,2,0,2,2,1
6,54,Jun 15,PIT,@,NYG,L,1-9,1-7,,15,6.2,7,4,4,2,1,1,0,7.15,28,,1,0,0,24,0,0,0,0,1,0
