398,9 (8),Apr 7,NYM,,WSN,L,9-12,7-GF,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,3,.23,-0.008,-0.21,0.00,0.00,PH C
399,10,Apr 9,NYM,,MIN,L,8-14,CG,5,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,8,.72,-0.129,-1.48,2.00,3.50,C
400,14 (3),Apr 13,NYM,@,ATL,L,7-11,CG,5,4,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.091,.167,.091,.258,5,.39,-0.010,0.24,11.00,15.90,C
401,16 (1),Apr 15,NYM,@,PHI,W,7-6,11-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.083,.154,.083,.237,2,3.73,-0.118,-0.58,0.00,0.00,PH
402,18 (1),Apr 17,NYM,@,PHI,L,2-3,GS-9,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,.071,.188,.071,.259,7,1.30,-0.088,-0.56,2.00,3.00,C
403,20 (1),Apr 20,NYM,@,STL,L,2-10,7-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.067,.176,.067,.243,5,.00,0.000,-0.15,0.00,0.00,C
404,21,Apr 21,NYM,@,STL,L,4-6,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.053,.143,.053,.195,8,.67,-0.065,-0.68,0.00,0.00,C
405,23 (1),Apr 23,NYM,,PHI,W,9-0,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.050,.136,.050,.186,5,.00,0.000,-0.20,0.00,0.00,C
406,25 (1),Apr 26,NYM,,MIL,L,2-10,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.050,.136,.050,.186,4,,,,0.00,0.00,C
407,26,Apr 27,NYM,,MIL,L,6-8,GS-8,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.087,.160,.087,.247,8,1.22,-0.096,-1.00,3.00,3.00,C
408,40,May 9,LAD,,WSN,L,0-6,5-6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.083,.154,.083,.237,9,.66,-0.016,-0.15,0.00,0.00,PH
409,38,May 11,TBR,,NYY,W,7-2,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.074,.167,.074,.241,5,1.06,-0.055,-0.56,2.00,3.00,C
410,39,May 12,TBR,,NYY,L,1-7,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.071,.161,.071,.233,9,1.70,-0.043,-0.23,0.00,0.00,PH C
411,40,May 14,TBR,@,MIA,W,4-0,GS-8,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.065,.147,.065,.212,5,.99,-0.069,-0.85,0.00,0.00,C
412,41,May 15,TBR,@,MIA,W,1-0,7-GF,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.061,.139,.061,.199,8,.82,-0.053,-0.67,0.00,0.00,PH C
413,42,May 17,TBR,@,NYY,L,3-4,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.081,.150,.081,.231,7,1.39,-0.124,-0.72,3.00,3.00,C
414,44 (1),May 19,TBR,@,NYY,L,5-13,CG,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.075,.159,.075,.234,6,.56,0.005,-0.32,2.00,3.00,C
415,45,May 21,TBR,,LAD,L,3-7,GS-8,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.070,.149,.070,.219,5,1.36,-0.101,-0.97,0.00,0.00,C
416,46,May 22,TBR,,LAD,W,8-1,GS-7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.067,.143,.067,.210,7,1.00,-0.051,-0.54,0.00,0.00,C
417,48 (1),May 24,TBR,@,CLE,L,1-3,CG,4,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.102,.170,.102,.272,8,1.28,0.054,0.30,6.00,6.00,C
418,49,May 25,TBR,@,CLE,W,6-2,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.094,.158,.094,.252,8,1.25,-0.132,-1.59,0.00,0.00,C
