146 (145),Sep 20 (1),PIT,,BRO,W,1-0,CG,0,9.0,1,5,1,7,1,
147,Sep 20 (2),PIT,,BRO,L,3-4,CG,0,9.0,2,3,1,6,0,
148,Sep 23 (1),PIT,,BRO,L,1-6,CG,0,9.0,2,1,1,4,1,
