1,143,Sep 19(2),WSH,,CHW,L,1-9,GS-4,L(0-1),99,3.2,6,7,7,4,1,0,1,17.18,21,2,8,0,1,5,18,,,0,0,0,16,2,0,0,1,0,0,.91,-0.246,-3.19, 1t start tie, 4t 12- 2 out d5
2,152,Sep 29(2),WSH,,BOS,L,4-7,,,9,7.0,5,2,1,7,2,0,0,6.75,31,,,,,,,,,,,,23,,,,,0,,,,,,
