1,64 (63),Jun 20,STL,,SFG,L,3-14,8-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,1,,,,P
2,93 (28),Jul 22,STL,,PIT,L,2-13,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,3,,,,P
