4 (3),Apr 17,BRO,@,BSN,L,1-5,GS,0,7.0,0,3,0,3,0,
7 (2),Apr 20,BRO,@,BSN,L,3-4,GF,0,0.1,0,0,0,0,0,
8,Apr 21,BRO,@,BSN,W,8-4,GS,0,3.0,0,2,1,3,0,
18 (9),May 5,BRO,,BSN,L,1-6,CG,0,9.0,0,4,0,4,0,
25 (6),May 14,BRO,,CHC,L,4-19,GS,0,1.1,0,1,1,2,0,
47 (21),Jun 12,BRO,@,CIN,L,1-8,GF,0,4.0,0,1,0,1,0,
54 (6),Jun 20,BRO,@,CHC,L,1-6,CG,0,8.0,1,1,1,3,0,
