705,1,Apr 12,LAD,@,NYM,W,6-1,GS-5,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.667,.667,.667,1.333,4,.57,0.035,-0.04,LF
706,2,Apr 14,LAD,@,PIT,W,3-1,GS-8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.286,.286,.286,.571,4,.63,-0.065,-0.66,LF
707,3,Apr 17,LAD,@,PHI,L,2-3,CG,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.182,.182,.182,.364,4,1.60,-0.162,-0.89,LF
708,4,Apr 18,LAD,@,PHI,W,6-2,GS-9,5,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.200,.200,.200,.400,4,1.03,0.065,-0.09,LF
709,5,Apr 20,LAD,,NYM,L,2-3,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,.211,.211,.211,.421,4,2.03,0.014,0.15,LF
710,6,Apr 21,LAD,,NYM,W,5-1,GS-8,4,2,0,1,1,0,0,1,2,1,0,0,0,0,0,1,0,1,.238,.304,.286,.590,4,1.54,0.117,-0.25,LF
711,7,Apr 22,LAD,,NYM,W,2-1,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.240,.296,.280,.576,4,1.76,0.053,0.31,LF
712,8,Apr 23,LAD,,PHI,W,4-0,CG,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,.214,.258,.250,.508,4,.62,0.011,-0.34,LF
713,9,Apr 24,LAD,,PHI,W,9-3,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.219,.257,.250,.507,4,1.03,0.072,0.90,LF
714,10,Apr 25,LAD,,PHI,L,4-6,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,.194,.231,.222,.453,4,1.55,-0.194,-1.99,LF
715,11,Apr 26,LAD,,PHI,L,3-4,CG,5,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.220,.250,.244,.494,4,2.00,0.159,1.03,LF
716,12,Apr 27,LAD,,PIT,W,5-4,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.200,.229,.222,.451,4,1.24,-0.127,-1.01,LF
717,13,Apr 28,LAD,,PIT,L,0-2,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.184,.212,.204,.416,4,1.34,-0.163,-0.98,LF
718,14,Apr 29,LAD,,SFG,W,2-1,CG,3,3,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,.212,.236,.269,.506,4,1.72,0.364,2.01,LF
719,15,Apr 30,LAD,,SFG,W,6-3,GS-9,5,5,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.246,.267,.298,.565,4,1.38,0.214,1.32,LF
720,16,May 1,LAD,,SFG,W,4-2,GS-5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.254,.274,.305,.579,4,1.00,0.022,0.16,LF
721,162 (145),Oct 3,LAD,,MLN,W,3-0,8-9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250,.270,.300,.570,4,.08,-0.002,-0.20,PH
