1,Apr 12,LAD,@,NYM,W,6-1,GS,13,4.0,0,0,0,0,0,LF
2,Apr 14,LAD,@,PIT,W,3-1,GS,25,7.0,0,0,0,0,0,LF
3,Apr 17,LAD,@,PHI,L,2-3,CG,30,8.0,1,0,0,1,0,LF
4,Apr 18,LAD,@,PHI,W,6-2,GS,32,8.0,3,0,0,3,0,LF
5,Apr 20,LAD,,NYM,L,2-3,CG,36,9.0,1,1,0,2,1,LF
6,Apr 21,LAD,,NYM,W,5-1,GS,32,7.0,3,0,0,3,0,LF
7,Apr 22,LAD,,NYM,W,2-1,CG,32,9.0,4,0,0,4,0,LF
8,Apr 23,LAD,,PHI,W,4-0,CG,33,9.0,2,0,0,2,0,LF
9,Apr 24,LAD,,PHI,W,9-3,CG,39,9.0,0,0,0,0,0,LF
10,Apr 25,LAD,,PHI,L,4-6,CG,38,9.0,2,0,0,2,0,LF
11,Apr 26,LAD,,PHI,L,3-4,CG,36,9.0,1,0,0,1,0,LF
12,Apr 27,LAD,,PIT,W,5-4,CG,43,9.0,0,0,0,0,0,LF
13,Apr 28,LAD,,PIT,L,0-2,CG,37,9.0,0,0,0,0,0,LF
14,Apr 29,LAD,,SFG,W,2-1,CG,33,9.0,2,0,0,2,0,LF
15,Apr 30,LAD,,SFG,W,6-3,GS,34,8.0,1,0,0,1,0,LF
16,May 1,LAD,,SFG,W,4-2,GS,17,4.0,1,0,0,1,0,LF
