5,42 (41),May 18,STL,,PHI,W,12-4,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,5,.00,0.000,-0.22,0.00,0.00,PH C
6,43,May 19,STL,,PHI,L,6-7,CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.200,.200,.200,.400,8,1.14,-0.079,-0.55,3.00,3.00,C
