1,146 (145),Sep 28 (2),NYG,,PIT,W,13-6,0-GF(6),1,0,0,0,0,0,0,1,0,,0,0,1,,,,0,,,,,,6,3B
2,156 (9),Oct 6 (2),NYG,,PHI,L,0-8,CG(7),3,3,0,0,0,0,0,0,0,,0,0,0,,,,0,,.000,.000,.000,.000,4,SS
