72 (71),Jun 23,TOR,,CIN,W,7-5,CG,37,9.0,0,0,0,0,0,LF
76 (3),Jun 27,TOR,,PHI,L,0-10,GF,13,3.0,0,0,0,0,0,LF
77,Jun 28,TOR,,PHI,L,4-5,GF,4,1.0,0,0,0,0,0,PH LF
78,Jun 29,TOR,,TBR,L,1-4,CG,34,9.0,0,0,0,0,0,LF
79,Jun 30,TOR,,TBR,L,1-4,CG,40,9.0,1,0,0,1,0,LF
