1,6,Apr 20,SLB,,CHW,L,10-11,9-GF,,99,1.0,3,2,2,0,1,0,0,18.00,5,,0,1,0,4,0,0,0,0,0,0
2,36,May 21,SLB,,PHA,L,4-20,6-7,,30,1.0,3,5,5,1,0,3,1,31.50,8,,0,0,0,6,0,0,0,0,0,0
