11,3,Apr 18,CIN,,STL,L,1-3,8-GF,,99,2.0,1,0,0,0,1,0,0,0.00,8,,0,0,0,7,0,0,0,0,0,1
12,9,Apr 27(2),CIN,@,STL,L,3-7,CG(8),L(0-1),8,8.0,9,7,2,2,3,1,0,1.80,36,47,0,0,0,34,1,1,0,2,0,3
13,11,Apr 29,CIN,,CHC,L,3-4,9-GF,,1,1.0,1,0,0,0,0,0,0,1.64,3,,0,0,0,3,0,0,0,1,0,0
14,13,May 1,CIN,,CHC,T,4-4,8-9,,1,2.0,0,0,0,0,1,0,0,1.38,6,,0,0,0,6,0,0,0,0,0,0
15,19,May 9,CIN,@,PHI,W,7-5,GS-2,,7,1.0,6,4,4,1,0,0,0,3.86,8,24,0,1,0,7,2,0,0,0,0,0
16,25,May 17,CIN,@,CHC,L,3-9,6-GF(8),,7,3.0,4,5,5,3,0,2,1,5.82,15,,0,1,0,11,0,0,0,1,0,0
17,30,May 22,CIN,@,PIT,L,2-11,GS-3,L(0-2),4,2.1,4,7,4,3,0,0,1,6.98,16,24,0,0,0,12,1,0,0,0,0,1
18,35,May 29(1),CIN,@,STL,L,3-4,8-GF(8),,6,1.0,0,0,0,0,0,0,0,6.64,3,,0,0,0,3,0,0,0,0,0,0
19,40,Jun 1,CIN,,BSN,W,3-2,GS-7,,2,6.2,5,2,1,2,2,0,1,5.33,28,58,0,0,0,25,0,0,0,2,0,2
20,49,Jun 11,CIN,,NYG,L,0-9,9-GF,,9,1.0,3,3,3,1,0,0,0,6.11,7,,0,1,0,6,1,0,0,0,0,2
21,51,Jun 14,CIN,,BRO,L,4-5,,L(0-3),2,2.0,1,1,1,1,1,0,0,6.00,8,,,,,6,,,,,0,
22,52,Jun 15,CIN,,BRO,L,7-8,9-GF,,0,1.0,0,0,0,0,1,0,0,5.81,3,,0,0,0,3,0,0,0,0,0,0
23,53,Jun 16(1),CIN,,PIT,L,3-8,8-GF,,0,1.1,0,0,0,1,0,0,0,5.57,5,,0,0,0,4,0,0,0,0,0,0
24,57,Jun 19,CIN,,PIT,L,5-6,7-8,,2,2.0,1,0,0,0,1,0,0,5.24,6,,0,0,0,6,0,0,0,1,0,0
25,61,Jun 27,CIN,@,PIT,L,3-5,8-GF(8),,7,1.0,1,0,0,0,0,0,0,5.09,4,,0,0,0,4,0,0,0,0,0,0
26,68,Jul 4(1),CIN,@,CHC,W,9-8,,W(1-3),6,6.0,10,4,4,1,5,0,0,5.23,24,,,,,23,,,,,0,
27,74,Jul 9,CIN,@,NYG,L,5-8,7-GF(8),,4,2.0,1,0,0,1,0,0,0,4.98,7,,0,1,0,6,0,0,0,0,0,0
28,79,Jul 14,CIN,@,BRO,W,12-3,8-GF,S(1),4,2.0,0,0,0,1,2,0,0,4.76,6,,0,0,0,5,0,0,0,1,0,0
29,83,Jul 17,CIN,@,BRO,L,5-10,GS-6,L(1-4),2,5.0,12,7,7,4,1,0,1,5.54,30,12,1,0,0,23,1,0,0,1,1,0
30,89,Jul 23(2),CIN,,BSN,L,0-6,2-7,,5,5.2,2,0,0,1,1,0,0,4.98,18,,0,0,0,17,0,0,0,2,0,0
31,95,Jul 28(2),CIN,,BRO,W,7-5,8-GF,S(2),4,1.2,1,0,0,0,0,0,0,4.84,6,,0,0,0,5,0,0,0,0,1,0
32,97,Jul 30,CIN,,NYG,L,0-3,9-GF,,1,1.0,0,0,0,0,1,0,0,4.76,3,,0,0,0,3,0,0,0,0,0,0
33,99,Aug 1,CIN,,NYG,L,1-6,6-GF,,1,3.2,1,0,0,1,0,0,0,4.48,12,,0,0,0,11,0,0,0,0,0,0
34,114,Aug 18,CIN,@,BSN,L,9-10,GS-,,16,5.2,8,3,3,0,2,0,0,4.50,24,43,,,,24,,,,,0,
35,116,Aug 21(1),CIN,@,BSN,L,1-7,7-GF(8),,2,2.0,4,1,1,2,0,0,0,4.50,11,,0,0,0,6,0,0,0,0,2,0
36,120,Aug 24(2),CIN,@,BRO,L,0-8,CG(8),L(1-5),2,8.0,8,8,5,3,3,1,1,4.62,36,40,2,0,0,32,0,0,0,1,0,1
37,131,Sep 9(1),CIN,,NYG,L,3-6,8-GF,,15,2.0,4,2,2,0,1,0,0,4.72,10,,0,0,0,10,0,0,0,0,0,0
38,136,Sep 13,CIN,,BRO,L,2-4,8-GF,,3,2.0,1,0,0,1,0,0,0,4.61,8,,0,0,0,6,1,0,0,0,0,0
39,143,Sep 21,CIN,,PHI,L,6-9,8-8,,7,1.0,4,3,3,1,0,0,0,4.88,8,,0,0,0,7,1,0,0,1,0,0
