343,58 (57),Jun 9,TEX,@,PHI,L,8-10,GS-5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,9,.41,-0.010,-0.17,P
344,89,Jul 10,SDP,@,COL,W,8-5,GS-4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,9,1.25,0.081,0.86,P
345,91 (1),Jul 15,SDP,,ARI,W,10-7,9-9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.500,.500,.500,1.000,9,,,,P
346,93 (1),Jul 17,SDP,,ARI,L,1-6,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.500,.500,.500,1.000,7,,,,P
347,98 (4),Jul 23,SDP,@,PHI,L,0-2,GS-7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250,.250,.250,.500,9,1.38,-0.075,-0.69,P
348,104 (5),Jul 30,SDP,,CIN,L,1-9,GS-5,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.200,.200,.200,.400,9,1.57,-0.048,-0.39,P
349,110 (5),Aug 6,SDP,@,WSN,W,3-2,GS-7,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.167,.167,.167,.333,9,1.56,-0.051,-0.42,P
350,116 (5),Aug 13,SDP,,PHI,L,2-5,GS-7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.143,.250,.143,.393,9,.64,0.013,0.15,P
351,122 (5),Aug 20,SDP,@,ATL,W,7-2,GS-7,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.125,.222,.125,.347,9,1.03,-0.041,-0.45,P
352,129 (6),Aug 28,SDP,,COL,W,4-3,GS-8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.091,.167,.091,.258,9,1.16,-0.125,-1.18,P
353,148 (18),Sep 18,SDP,,WSN,W,2-1,GS-7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.077,.143,.077,.220,9,2.54,-0.179,-1.44,P
354,153 (4),Sep 23,SDP,@,ARI,W,5-3,GS-7,3,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,.067,.125,.067,.192,9,1.18,-0.079,-0.77,P
355,158 (4),Sep 28,SDP,,SFG,W,9-1,GS-7,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.059,.111,.059,.170,9,.32,-0.038,-0.87,P
