7,69 (68),Jun 12,TEX,@,LAD,L,5-12,8-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,7,,,,,,P
8,70,Jun 13,TEX,@,LAD,L,2-3,11-GF(11),0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,9,,,,,,P
