1,122,Aug 26,CHC,@,PHI,L,2-12,7-GF(8),,99,2.0,2,2,0,2,0,0,0,0.00,11,,0,0,0,9,0,0,0,0,0,1
2,134,Sep 6,CHC,,PIT,L,2-9,6-GF,,10,4.0,3,3,1,2,0,0,0,1.50,17,,0,0,1,14,1,0,0,0,1,0
