64 (63),Jun 27,BOS,@,NYY,L,5-7,GF,0,1.0,0,0,0,0,0,
65,Jun 28,BOS,@,WSH,L,1-3,CG,0,8.0,0,0,1,1,0,
69 (3),Jul 3,BOS,@,PHA,L,0-6,GS,0,7.0,0,1,0,1,0,
77 (7),Jul 10,BOS,,CLE,W,2-0,CG,0,5.0,0,0,0,0,0,
85 (7),Jul 18,BOS,,SLB,L,3-6,GS,0,6.0,1,1,0,2,0,
