18,64 (63),Jun 27,BOS,@,NYY,L,5-7,0-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,,,,,9,P
19,65,Jun 28,BOS,@,WSH,L,1-3,CG,3,3,0,0,0,0,0,0,0,,1,0,0,,,,0,,.000,.000,.000,.000,9,P
20,69 (3),Jul 3,BOS,@,PHA,L,0-6,GS-0,2,2,0,0,0,0,0,0,0,,1,0,0,,,,0,,.000,.000,.000,.000,9,P
21,77 (7),Jul 10,BOS,,CLE,W,2-0,CG(5),2,2,0,0,0,0,0,0,0,,1,0,0,,,,0,,.000,.000,.000,.000,9,P
22,85 (7),Jul 18,BOS,,SLB,L,3-6,GS-0,2,2,0,1,0,0,0,0,0,,0,0,0,,,,0,,.111,.111,.111,.222,9,P
