285,1,Apr 18,DET,@,SLB,W,9-6,CG,5,5,0,0,0,0,0,0,0,,0,0,0,,,,0,0,.000,.000,.000,.000,8,C
286,3 (1),Apr 20,DET,@,SLB,L,3-5,0-GF,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,0,.000,.000,.000,.000,9,PH
287,4,Apr 21,DET,@,SLB,W,16-1,GS-0,4,4,0,0,0,0,0,0,0,,1,0,0,,,,0,0,.000,.000,.000,.000,8,C
288,5,Apr 22,DET,@,CLE,L,0-1,CG(10),4,4,0,0,0,0,0,0,0,,0,0,0,,,,0,0,.000,.000,.000,.000,8,C
289,7 (1),Apr 24,DET,@,CLE,W,8-7,0-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,8,C
290,8,Apr 25,DET,@,CLE,W,2-1,CG,4,4,0,1,0,1,0,0,0,,0,0,0,,,,0,0,.056,.056,.167,.222,8,C
291,9,Apr 26,DET,,SLB,L,3-4,CG,4,3,0,1,0,0,0,0,1,,0,0,0,,,,0,0,.095,.136,.190,.327,8,C
292,12 (2),Apr 29,DET,,SLB,W,1-0,GS-0,3,3,0,0,0,0,0,0,0,,0,0,0,,,,0,0,.083,.120,.167,.287,8,C
293,13,Apr 30,DET,,CLE,L,2-4,CG,3,3,0,0,0,0,0,0,0,,0,0,0,,,,0,0,.074,.107,.148,.255,8,C
294,15 (1),May 2,DET,,CLE,W,4-3,0-0,1,1,0,1,0,0,0,0,0,,0,0,0,,,,0,0,.107,.138,.179,.317,9,PH
295,16,May 3,DET,,CLE,W,6-5,CG,4,2,1,1,0,0,0,0,1,,0,0,1,,,,0,0,.133,.188,.200,.388,8,C
296,17,May 4,DET,@,CHW,L,0-4,CG,4,3,0,1,0,0,0,0,1,,1,0,0,,,,0,0,.152,.222,.212,.434,8,C
297,18,May 5,DET,@,CHW,L,7-8,0-0,1,1,0,1,0,0,0,0,0,,0,0,0,,,,0,0,.176,.243,.235,.479,9,PH
298,19,May 6,DET,@,CHW,L,3-4,0-0,1,0,0,0,0,0,0,0,1,,0,0,0,,,,0,0,.176,.263,.235,.498,9,PH
299,20,May 7,DET,@,CHW,W,8-4,CG,5,3,0,2,0,0,0,1,2,,0,0,0,,,,0,0,.216,.326,.270,.596,7,C
300,24 (3),May 13,DET,,NYY,W,4-1,CG,3,2,1,0,0,0,0,0,1,,0,0,0,,,,0,0,.205,.326,.256,.582,8,C
301,25,May 14,DET,,NYY,L,11-16,CG(12),6,5,1,1,0,0,0,1,1,,0,0,0,,,,0,0,.205,.327,.250,.577,7,C
302,26,May 15,DET,,NYY,L,5-9,0-GF,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,0,.200,.321,.244,.565,7,C
303,28 (1),May 18,DET,,BOS,L,2-6,CG(10),5,4,0,2,1,0,0,0,1,,0,0,0,,,,0,0,.224,.345,.286,.631,7,C
304,29,May 19,DET,,BOS,W,4-0,CG,3,2,0,0,0,0,0,0,0,,0,0,1,,,,0,0,.216,.333,.275,.608,7,C
305,30,May 20,DET,,PHA,L,1-8,CG,4,3,0,2,0,0,0,0,1,,0,0,0,,,,0,0,.241,.359,.296,.656,7,C
306,31,May 21,DET,,PHA,W,5-4,0-GF,1,1,1,0,0,0,0,0,0,,0,0,0,,,,0,0,.236,.354,.291,.645,8,PH
307,32,May 22,DET,,PHA,W,4-3,CG,4,3,0,0,0,0,0,0,1,,0,0,0,,,,0,0,.224,.348,.276,.624,8,C
308,33,May 24,DET,,CHW,L,1-6,CG,3,3,0,1,0,0,0,0,0,,0,0,0,,,,0,0,.230,.347,.279,.626,8,C
309,34,May 25,DET,,CHW,L,3-5,0-0,1,0,0,0,0,0,0,0,1,,0,0,0,,,,0,0,.230,.356,.279,.635,9,PH
310,35,May 26,DET,,CHW,L,1-2,CG,4,3,0,0,0,0,0,0,0,,0,0,1,,,,0,0,.219,.342,.266,.608,8,C
311,36,May 27,DET,,CHW,W,6-0,CG,4,1,1,1,0,0,0,0,3,,0,0,0,,,,0,0,.231,.375,.277,.652,8,C
312,37,May 29,DET,,SLB,L,5-6,GS-0,3,3,0,1,0,0,0,0,0,,0,0,0,,,,0,0,.235,.373,.279,.653,8,C
313,39 (1),May 30 (2),DET,,SLB,W,4-3,CG,4,3,0,2,0,0,0,3,1,,0,0,0,,,,0,0,.254,.391,.296,.687,8,C
314,40,May 31,DET,,SLB,L,3-8,CG,4,3,0,0,0,0,0,0,1,,0,0,0,,,,0,0,.243,.385,.284,.668,8,C
315,41,Jun 1,DET,,CLE,L,4-17,CG,4,3,0,1,0,0,0,1,0,,0,0,1,,,,0,0,.247,.383,.286,.669,8,C
316,42,Jun 2,DET,,CLE,W,9-1,CG,4,4,1,2,1,0,0,1,0,,0,0,0,,,,0,0,.259,.388,.309,.696,8,C
317,43,Jun 3,DET,,CLE,W,8-7,CG,4,4,0,1,0,0,0,1,0,,0,0,0,,,,0,0,.259,.382,.306,.688,8,C
318,44,Jun 5,DET,@,WSH,W,3-0,CG,4,3,0,0,0,0,0,1,0,,1,0,1,,,,0,0,.250,.371,.295,.667,8,C
319,45,Jun 6,DET,@,WSH,L,1-5,CG,3,3,0,1,0,0,0,0,0,,0,0,0,,,,0,0,.253,.370,.297,.667,8,C
320,46,Jun 7,DET,@,WSH,L,4-16,GS-0,2,0,1,0,0,0,0,0,2,,0,0,0,,,,0,0,.253,.382,.297,.679,8,C
321,47,Jun 8,DET,@,WSH,L,4-7,GS-0,4,3,0,0,0,0,0,0,1,,0,0,0,,,,0,0,.245,.377,.287,.664,8,C
322,48,Jun 9,DET,@,PHA,W,8-6,CG,5,3,2,0,0,0,0,0,2,,0,0,0,,,,0,0,.237,.378,.278,.657,8,C
323,49,Jun 12,DET,@,PHA,L,3-7,CG,4,3,0,1,0,0,0,1,1,,0,0,0,,,,0,0,.240,.382,.280,.662,8,C
324,50,Jun 13,DET,@,PHA,L,2-5,CG,4,4,0,2,0,0,0,1,0,,0,0,0,,,,0,0,.250,.386,.288,.674,8,C
325,51,Jun 14,DET,@,BOS,W,4-1,CG,3,2,0,0,0,0,0,0,1,,0,0,0,,,,0,0,.245,.385,.283,.668,8,C
326,52,Jun 15,DET,@,BOS,W,2-0,CG,4,3,1,2,0,0,0,0,1,,1,0,0,,,,0,0,.257,.396,.294,.689,8,C
327,53,Jun 16,DET,@,BOS,L,1-9,CG,3,2,0,1,0,0,0,0,1,,0,0,0,,,,0,0,.261,.401,.297,.699,8,C
328,54,Jun 17,DET,@,NYY,L,0-9,GS-0,3,2,0,0,0,0,0,0,1,,1,0,0,,,,0,0,.257,.400,.292,.692,8,C
329,55,Jun 18,DET,@,NYY,W,11-3,CG,5,2,1,2,0,0,0,0,3,,0,0,0,,,,0,0,.270,.421,.304,.725,8,C
330,56,Jun 19,DET,@,NYY,L,5-6,CG,4,3,1,1,0,0,0,0,1,,0,0,0,,,,0,0,.271,.423,.305,.728,8,C
331,57,Jun 20,DET,@,NYY,W,9-7,0-GF,2,2,0,0,0,0,0,0,0,,0,0,0,,,,0,0,.267,.417,.300,.717,8,C
332,59 (1),Jun 24,DET,,CHW,L,8-9,CG,4,2,0,0,0,0,0,0,0,,0,0,2,,,,0,0,.262,.412,.295,.707,8,C
333,60,Jun 25,DET,,CHW,L,1-7,CG,4,3,0,1,0,0,0,0,1,,0,0,0,,,,0,0,.264,.414,.296,.710,8,C
