1,146 (145),Sep 26,PHA,@,BOS,L,4-10,0-0,1,1,0,0,0,0,0,0,0,,1,0,0,,,,0,,.000,.000,.000,.000,9,PH
2,147,Sep 27,PHA,@,BOS,L,3-5,CG,4,4,0,1,0,0,0,0,0,,2,0,0,,,,0,,.200,.200,.200,.400,1,RF
3,148,Sep 29,PHA,@,WSH,L,0-1,GS-0,3,3,0,1,0,1,0,0,0,,1,0,0,,,,0,,.250,.250,.500,.750,5,RF
4,149,Sep 30,PHA,@,WSH,L,0-3,GS-0,2,1,0,0,0,0,0,0,0,,0,1,0,,,,0,,.222,.300,.444,.744,5,RF
5,150,Oct 1,PHA,@,WSH,L,0-1,GS-0,3,3,0,0,0,0,0,0,0,,0,0,0,,,,0,,.167,.231,.333,.564,5,RF
