8 (7),Apr 8,NYY,,BAL,L,5-14,,3,0.1,0,0,0,0,0,P
10 (1),Apr 10,NYY,,BOS,W,4-1,,2,0.2,0,0,0,0,0,P
11,Apr 11,NYY,,BOS,L,2-4,,1,0.0,0,0,0,0,0,P
17 (5),Apr 18,NYY,@,TBR,L,5-11,,6,0.0,0,0,0,0,0,P
