13,55,Jun 6,BAL,@,CLE,L,1-2,8-GF(8),,99,0.2,0,0,0,1,0,0,0,0.00,2,9,3,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,.57,0.018,0.28,1.50,0.67, 8b --- 1 out d1, 8b end d 1
14,56,Jun 7,BAL,@,CLE,W,7-3,9-GF,,0,0.1,0,0,0,0,1,0,0,0.00,1,6,4,0,2,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,.21,0.006,0.24,2.75,1.33, 9b 1-- 2 out a4, 9b end a 4
