137 (136),Sep 2,NYY,,CHW,W,9-1,,4,1.0,0,0,0,0,0,P
140 (2),Sep 5,NYY,,BOS,L,8-9,,1,0.1,0,0,0,0,0,P
147 (6),Sep 12,NYY,@,BAL,W,6-5,,1,0.1,0,0,0,0,0,P
148,Sep 13,NYY,@,BOS,L,4-8,,1,0.0,0,0,0,0,0,P
150 (1),Sep 15,NYY,@,BOS,L,2-9,,1,0.0,0,0,0,0,0,P
153 (2),Sep 19,NYY,@,TOR,L,2-6,,3,0.2,0,0,0,0,0,P
157 (3),Sep 24,NYY,,TBR,L,0-7,,1,0.1,0,0,0,0,0,P
158,Sep 25,NYY,,TBR,L,3-8,,3,1.0,0,0,0,0,0,P
