142 (141),Sep 19,STL,,BSN,W,13-12,,0,3.0,0,1,0,1,1,
146 (3),Sep 21 (2),STL,,NYG,W,8-7,GF,0,4.1,1,0,0,1,0,
152 (5),Sep 30,STL,,BRO,T,6-6,GF,0,3.0,0,0,0,0,0,
153,Oct 3,STL,,CHC,L,8-14,GS,0,0.0,0,0,0,0,0,
154,Oct 4,STL,,CHC,L,1-9,GS,0,3.1,1,1,0,2,0,
