156 (155),Sep 22,CHW,,BAL,L,6-8,,7,2.0,0,0,0,0,0,P
160 (3),Sep 26 (2),CHW,@,BOS,L,5-7,,4,0.1,0,0,0,0,0,P
161,Sep 27,CHW,@,BOS,L,4-6,,5,1.0,0,0,0,0,0,P
