138 (137),Sep 3,CHC,,MIA,L,2-6,,2,0.1,0,0,0,0,0,P
141 (2),Sep 7,CHC,,MIL,L,3-5,,2,0.1,0,0,0,0,0,P
145 (3),Sep 11,CHC,@,CIN,L,0-6,,2,0.2,1,0,0,1,0,P
150 (4),Sep 16,CHC,@,MIL,L,1-6,,4,0.2,0,0,0,0,0,P
152 (1),Sep 18,CHC,@,MIL,L,0-7,,7,1.0,0,1,0,1,0,P
158 (5),Sep 24,CHC,,PIT,L,2-8,,9,2.0,0,0,0,0,0,P
160 (1),Sep 27,CHC,@,STL,L,0-7,,4,1.0,0,1,0,1,0,P
