1,122,Aug 21,KCR,,MIN,W,8-7,GS-5,,99,4.2,10,7,7,0,1,1,0,13.50,25,71,45,7,5,6,18,9,4,0,17,,,0,0,0,25,4,0,0,0,0,1,1.10,-0.335,-3.95, 1t start tie, 5t -2- 2 out a2
2,127,Aug 26,KCR,,SEA,W,8-2,GS-5,W(1-0),4,5.0,5,2,2,1,1,0,0,8.38,19,70,45,14,3,4,13,5,2,0,49,,,0,0,0,18,3,0,0,2,0,0,1.18,0.073,0.37, 1t start tie, 5t 3 out a1
