431,2 (1),Apr 8,CIN,,PIT,W,5-4,7-8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,9,1.38,-0.034,-0.15,0.00,-0.25,PH
432,4 (1),Apr 10,CIN,,STL,W,5-4,8-9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,9,1.79,-0.044,-0.22,0.00,-0.25,PH
433,5,Apr 11,CIN,,STL,L,1-4,7-8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,9,1.83,-0.051,-0.22,0.00,-0.25,PH
434,6,Apr 12,CIN,,STL,L,5-7,GS-8,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,.000,.000,.000,6,1.12,-0.086,-0.71,0.00,-0.75,LF
435,7,Apr 13,CIN,@,CHC,L,6-7,10-GF(10),0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,9,,,,0.00,0.00,RF
436,9 (1),Apr 15,CIN,@,CHC,L,0-5,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,6,.14,-0.004,-0.41,0.00,-0.25,PH
437,11 (1),Apr 18,CIN,@,STL,L,2-5,9-GF,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.000,.125,.000,.125,9,.89,0.044,0.38,2.00,1.00,PH
438,12,Apr 19,CIN,@,STL,L,1-2,CG,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.182,.250,.273,.523,7,1.95,0.147,0.45,13.00,4.50,CF
439,14 (1),Apr 21,CIN,@,MIL,W,16-10,8-8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.167,.231,.250,.481,9,.02,-0.001,-0.15,0.00,-0.25,PH
440,18 (3),Apr 26,CIN,,CHC,L,2-5,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.188,.235,.250,.485,5,.64,-0.032,-0.26,3.00,0.25,RF
441,23 (4),May 1,CIN,@,ATL,L,3-4,7-7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.176,.222,.235,.458,9,1.73,-0.043,-0.21,0.00,-0.25,PH
442,24,May 2,CIN,@,ATL,W,8-4,7-GF,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.176,.263,.235,.498,9,.09,0.007,0.53,4.00,2.00,RF
