144 (143),Sep 12,PHI,,MIA,W,9-8,,3,0.2,0,0,0,0,0,P
145,Sep 13,PHI,,MIA,W,8-1,GF,4,1.0,0,0,0,0,0,P
148 (2),Sep 16,PHI,,OAK,W,5-3,,6,2.0,0,0,0,0,0,P
150 (1),Sep 18,PHI,,LAD,W,4-3,,3,0.2,0,0,0,0,0,P
152 (1),Sep 20,PHI,,LAD,W,7-5,,1,0.0,0,0,0,0,0,P
153,Sep 21,PHI,,LAD,L,4-5,,5,1.0,0,0,0,0,0,P
157 (3),Sep 25,PHI,,WSN,L,1-3,GF,9,2.0,0,0,0,0,0,P
159 (1),Sep 27,PHI,,WSN,W,7-5,,5,1.1,0,1,0,1,0,P
161 (1),Sep 30,PHI,,NYM,L,4-7,,3,1.0,0,0,0,0,0,P
162,Oct 1,PHI,,NYM,W,11-0,,3,1.0,0,0,0,0,0,P
