1,143,Sep 22(1),BOS,,DET,L,8-11,,,99,1.2,4,0,0,0,0,0,0,0.00,8,,,,,7,,,,,0,
2,145,Sep 23,BOS,,DET,L,1-15,,,0,4.0,6,5,5,3,1,1,0,7.94,20,,,,,17,,,,,0,
