2,10 (9),Apr 26,PHA,,BOS,L,0-7,7-8,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,1,,,,P
3,16 (5),May 3,PHA,,CHW,L,5-8,6-7,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,9,,,,P
4,21 (4),May 8,PHA,,CLE,L,2-5,0-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,,,9,,,,P
5,24 (2),May 11,PHA,,WSH,L,5-9,7-8,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,9,,,,P
