21 (20),Apr 24,CHC,,LAD,L,3-7,,3,1.0,0,1,0,1,0,P
23 (1),Apr 26,CHC,,COL,L,3-4,,7,2.0,0,0,0,0,0,P
24,Apr 28,CHC,@,ARI,L,2-11,,18,3.2,0,1,0,1,0,P
28 (3),May 2,CHC,@,LAD,L,2-5,,5,1.1,0,0,0,0,0,P
35 (6),May 11,CHC,,STL,W,11-4,,4,1.1,0,0,0,0,0,P
36,May 12,CHC,,STL,L,1-9,,9,1.2,0,0,0,0,0,P
45 (8),May 22,CHC,@,BOS,L,1-5,,3,1.0,0,0,0,0,0,P
47 (1),May 25,CHC,,NYM,L,4-7,,3,0.0,0,0,0,0,0,P
