1,113,Aug 13,CHC,,PHI,L,1-6,8-GF,,99,2.0,2,0,0,1,1,0,0,0.00,8,27,16,3,3,3,3,1,0,0,,0,0,0,0,0,7,0,0,0,1,0,0,.07,0.006,1.07, 8t --- 0 out d5, 9t end d 5
2,132,Sep 3,CHC,,CHW,L,0-5,9-GF,,20,0.1,1,0,0,0,0,0,0,0.00,2,9,6,0,0,1,1,1,0,0,,2,1,0,0,0,2,0,0,0,0,0,0,.14,-0.007,-0.48, 9t 1-3 2 out d4, 9t end d 5
3,133,Sep 4,CHC,@,NYM,L,2-6,8-GF(8),,0,1.0,0,0,0,0,1,0,0,0.00,3,6,6,2,0,2,0,0,0,0,,2,0,0,0,0,2,0,0,0,0,0,0,.05,0.004,1.83, 8b 1-3 0 out d5, 8b end d 5
4,144,Sep 16,CHC,,MIL,L,5-9,5-5,,11,0.2,1,0,0,0,0,0,0,0.00,3,6,4,0,0,1,2,1,0,0,,2,2,0,0,0,3,0,0,0,0,0,0,.20,-0.018,-0.56, 5t -23 1 out d5, 5t 3 out d7
5,145,Sep 17,CHC,,MIL,L,4-7,9-GF,,0,1.0,0,0,0,0,1,0,0,0.00,3,6,5,1,1,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.12,0.009,0.53, 9t --- 0 out d3, 9t end d 3
6,149,Sep 21,CHC,@,MIL,W,10-2,8-GF,,3,2.0,2,0,0,0,0,0,0,0.00,8,25,17,2,2,4,4,2,1,0,,0,0,0,0,0,8,0,0,0,0,0,0,.01,0.002,0.98, 8b --- 0 out a8, 9b end a 8
7,151,Sep 23,CHC,@,MIL,L,2-3,6-6,,1,0.2,0,0,0,0,2,0,0,0.00,2,9,7,2,2,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,0,.74,0.029,0.51, 6b 1-- 1 out d2, 6b 3 out d2
8,155,Sep 27,CHC,@,SFG,L,1-5,8-GF(8),,3,1.0,1,0,0,0,0,0,0,0.00,4,9,8,0,2,2,2,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,.03,0.001,0.51, 8b --- 0 out d5, 8b end d 5
9,158,Sep 30(2),CHC,,PIT,L,2-8,7-7,,2,0.1,1,1,1,0,0,0,0,1.00,2,6,5,1,0,1,1,1,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,.80,-0.014,-0.17, 7t --- 0 out d2, 7t -2- 1 out d2
10,159,Oct 2,CHC,,ARI,L,3-12,4-5,,1,2.0,1,0,0,0,0,0,0,0.82,7,14,10,3,0,4,3,3,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.07,0.011,1.07, 4t --- 0 out d7, 5t 3 out d7
11,161,Oct 4,CHC,,ARI,L,2-5,7-7,,1,1.0,1,0,0,0,2,0,0,0.75,4,14,11,1,4,1,1,0,1,0,,0,0,0,0,0,4,1,0,0,0,0,0,.28,0.013,0.53, 7t --- 0 out d4, 7t 3 out d4
