50 (49),May 27,COL,,STL,L,3-10,GF,9,2.0,1,1,0,2,1,P
120,Aug 14,OAK,,TEX,L,6-7,,10,2.0,0,0,0,0,0,P
124 (3),Aug 18,OAK,,TOR,L,0-7,,5,1.2,0,0,0,0,0,P
130 (5),Aug 25,OAK,@,NYY,L,9-22,,14,1.1,0,0,0,0,0,P
