148 (147),Sep 14,KCR,,OAK,W,16-6,GF,13,3.0,1,0,0,1,0,CF
149,Sep 15,KCR,,OAK,W,6-3,CG,36,9.0,4,0,0,4,0,CF
150,Sep 16,KCR,@,CHW,L,4-9,CG,37,8.0,3,0,0,3,0,CF
151,Sep 17,KCR,@,CHW,W,13-4,CG,37,9.0,10,0,0,10,0,CF
152,Sep 18,KCR,@,CLE,L,1-4,CG,34,8.0,1,0,0,1,0,CF
153,Sep 19,KCR,@,CLE,W,7-6,CG,37,9.0,0,0,0,0,0,CF
154,Sep 20,KCR,@,CLE,L,3-5,CG,36,8.0,3,0,0,3,0,CF
155,Sep 21,KCR,,DET,L,5-7,CG,43,9.0,5,0,0,5,0,CF
156,Sep 22,KCR,,DET,L,4-14,CG,50,9.0,3,0,0,3,0,CF
157,Sep 23,KCR,,DET,L,1-5,CG,39,9.0,3,0,0,3,0,CF
158,Sep 24,KCR,,CHW,W,6-4,CG,35,9.0,2,0,1,3,0,CF
159,Sep 25,KCR,,CHW,L,0-3,CG,37,9.0,2,0,0,2,0,CF
160,Sep 26,KCR,,CHW,L,5-13,CG,44,9.0,3,0,0,3,0,CF
161,Sep 27,KCR,,CHW,L,6-7,CG,37,9.0,3,0,0,3,0,CF
