1,Mar 31,BOS,@,BAL,L,1-2,GS,29,8.0,3,0,0,3,0,LF 1B
4 (2),Apr 4,BOS,,MIL,L,2-6,GS,26,6.0,2,0,0,2,0,LF
5,Apr 5,BOS,,MIL,L,6-7,GF,11,2.0,0,1,0,1,0,1B
12 (6),Apr 12,BOS,@,NYY,L,4-7,CG,38,8.0,1,0,0,1,0,LF
13,Apr 13,BOS,@,NYY,L,2-3,GF,4,1.0,0,0,0,0,0,PH 3B
14,Apr 15,BOS,@,CHW,L,1-2,GF,5,0.2,0,0,0,0,0,PH 1B
17 (2),Apr 18,BOS,,BAL,L,4-8,CG,46,9.0,7,0,0,7,0,1B
18,Apr 19,BOS,,BAL,W,4-2,GS,29,7.0,0,0,0,0,0,LF
20 (1),Apr 21,BOS,,BAL,L,6-7,GF,3,1.0,0,0,0,0,0,PH LF
22 (1),Apr 23,BOS,,NYY,W,5-1,GS,28,7.0,0,0,0,0,0,LF
23,Apr 24,BOS,,NYY,L,5-14,GF,7,1.0,0,0,0,0,0,P
25 (1),Apr 26,BOS,@,TOR,W,7-6,CG,44,9.0,6,1,0,7,0,1B
32 (6),May 4,BOS,,OAK,L,2-3,GS,31,8.0,5,0,0,5,0,1B
39 (6),May 14,BOS,@,MIN,W,9-4,GF,16,3.0,3,0,0,3,1,1B
40,May 15,BOS,@,MIN,L,3-4,GS,37,8.0,0,0,0,0,0,LF
41,May 16,BOS,,DET,L,0-1,CG,34,9.0,1,0,0,1,0,LF
42,May 17,BOS,,DET,L,1-6,CG,40,9.0,1,0,0,1,0,LF
45 (2),May 21,BOS,,TOR,L,4-6,CG,44,9.0,6,0,0,6,0,1B
46,May 22,BOS,,TOR,L,2-7,CG,42,9.0,11,0,0,11,1,1B
47,May 23,BOS,@,TBR,L,0-1,GF,3,0.1,0,0,0,0,0,PH LF
48,May 24,BOS,@,TBR,L,5-6,CG,60,14.0,13,1,0,14,1,1B
49,May 25,BOS,@,TBR,L,5-8,GS,39,8.0,6,1,0,7,0,1B LF
53 (3),May 29,BOS,,ATL,W,4-3,GF,4,1.0,1,0,0,1,0,PR 1B
54,May 30,BOS,,TBR,W,3-2,CG,37,10.0,8,1,0,9,1,1B
55,May 31,BOS,,TBR,W,7-1,CG,33,9.0,9,2,0,11,1,1B
90 (34),Jul 8,BOS,,CHW,L,3-8,GF,12,2.0,1,0,0,1,0,PH LF
93 (2),Jul 11,BOS,@,HOU,W,8-3,CG,40,9.0,7,2,0,9,0,1B
95 (1),Jul 13,BOS,@,HOU,W,11-0,GF,6,2.0,2,0,0,2,0,1B
98 (2),Jul 20,BOS,,KCR,W,6-0,CG,33,9.0,10,0,0,10,1,1B
105 (6),Jul 27,BOS,@,TBR,W,3-2,GS,29,7.0,6,1,0,7,1,1B
106,Jul 28,BOS,,TOR,L,1-14,GF,11,3.0,4,1,0,5,1,PH 1B
107,Jul 29,BOS,,TOR,L,2-4,GS,34,8.0,10,0,0,10,2,1B
112,Aug 4,TEX,@,CHW,L,3-5,CG,29,6.0,5,0,0,5,1,1B
113,Aug 5,TEX,@,CHW,W,16-0,GF,10,3.0,1,0,0,1,0,PH RF
114,Aug 6,TEX,@,CHW,W,3-1,GF,3,1.0,0,0,0,0,0,1B
116 (1),Aug 9,TEX,@,HOU,L,3-8,GS,12,2.0,0,0,0,0,0,LF
119 (2),Aug 12,TEX,,TBR,W,3-2,GS,27,7.0,10,0,0,10,0,1B
120,Aug 13,TEX,,TBR,L,1-10,CG,42,9.0,10,0,0,10,2,1B
121,Aug 14,TEX,,TBR,L,3-6,CG,39,9.0,6,0,0,6,0,1B
122,Aug 15,TEX,,LAA,L,4-5,CG,40,9.0,5,2,0,7,1,1B
123,Aug 16,TEX,,LAA,L,4-5,GF,3,1.0,2,0,0,2,0,PH 1B
124,Aug 17,TEX,,LAA,W,3-2,GF,9,2.0,0,1,0,1,0,PH 1B
125,Aug 19,TEX,@,MIA,L,3-4,CG,48,9.2,6,1,1,8,0,1B
127 (1),Aug 22,TEX,,KCR,L,3-6,CG,40,9.0,9,0,1,10,0,1B
132 (4),Aug 27,TEX,@,SEA,W,12-4,CG,34,9.0,8,0,0,8,1,1B
133,Aug 28,TEX,@,HOU,L,2-4,CG,35,8.0,6,0,0,6,2,1B
