124 (123),Sep 5,CIN,,STL,W,6-5,CG,0,9.0,4,0,0,4,0,
125,Sep 6 (1),CIN,,STL,W,5-1,CG,0,9.0,3,0,0,3,0,
126,Sep 6 (2),CIN,,STL,L,1-3,CG,0,9.0,2,0,0,2,0,
127,Sep 7 (1),CIN,@,CHC,W,6-0,CG,0,9.0,6,0,0,6,0,
128,Sep 7 (2),CIN,@,CHC,L,0-4,CG,0,8.0,2,0,0,2,0,
129,Sep 8,CIN,@,CHC,L,2-3,CG,0,8.0,2,0,0,2,0,
130,Sep 9,CIN,@,PIT,L,1-11,CG,0,8.0,9,0,0,9,0,
131,Sep 10,CIN,@,PIT,W,3-1,CG,0,9.0,2,0,0,2,0,
132,Sep 11,CIN,@,PIT,L,1-2,CG,0,8.0,4,0,0,4,0,
133,Sep 12,CIN,@,PIT,L,3-4,CG,0,8.0,0,0,0,0,0,
134,Sep 13,CIN,,PIT,W,3-2,CG,0,9.0,4,0,0,4,0,
135,Sep 15,CIN,@,BRO,W,2-0,CG,0,9.0,2,0,0,2,0,
136,Sep 16,CIN,@,BRO,L,0-3,CG,0,8.0,0,0,0,0,0,
137,Sep 17,CIN,@,BRO,L,2-6,CG,0,8.0,0,0,0,0,0,
138,Sep 18,CIN,@,BSN,W,13-6,CG,0,9.0,3,1,0,4,1,
139,Sep 19,CIN,@,BSN,W,6-5,CG,0,10.0,2,0,0,2,0,
140,Sep 21,CIN,@,BSN,W,8-5,CG,0,9.0,3,0,0,3,0,
141,Sep 22,CIN,@,PHI,L,2-10,CG,0,8.0,2,0,0,2,0,
142,Sep 23,CIN,@,PHI,W,1-0,CG,0,9.0,2,0,0,2,0,
143,Sep 24,CIN,@,PHI,L,0-5,CG,0,8.0,6,1,0,7,1,
144,Sep 25 (1),CIN,@,NYG,W,7-1,CG,0,9.0,3,0,0,3,0,
145,Sep 25 (2),CIN,@,NYG,W,5-2,CG,0,9.0,1,0,0,1,0,
146,Sep 26 (1),CIN,@,NYG,L,2-6,CG,0,8.0,3,0,0,3,0,
147,Sep 26 (2),CIN,@,NYG,L,1-3,CG,0,8.0,1,0,0,1,0,
148,Sep 27 (1),CIN,,STL,L,4-7,CG,0,9.0,2,0,0,2,0,
149,Sep 27 (2),CIN,,STL,W,6-1,CG,0,5.0,2,0,0,2,0,
150,Sep 29,CIN,,CHC,L,2-6,CG,0,9.0,3,0,0,3,0,
151,Sep 30,CIN,,CHC,W,6-5,CG,0,9.0,2,0,0,2,0,
152,Oct 1,CIN,,CHC,L,0-6,CG,0,9.0,4,0,0,4,0,
153,Oct 2,CIN,,CHC,L,0-5,CG,0,9.0,3,0,0,3,0,
154,Oct 3,CIN,,CHC,L,2-16,CG,0,9.0,0,0,0,0,0,
155,Oct 4,CIN,,STL,W,5-1,CG,0,9.0,2,0,0,2,0,
