1,116 (115),Aug 10,FLA,@,NYM,W,4-3,GS-5,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,.000,.000,.000,9,.72,-0.035,-0.47,P
2,121 (4),Aug 16,FLA,,ARI,L,4-5,GS-5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.000,.000,.000,9,1.32,-0.021,-0.21,P
3,126 (4),Aug 21,FLA,@,STL,L,2-5,GS-6,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,.000,.000,.000,9,1.12,-0.086,-1.02,P
4,131 (4),Aug 26,FLA,@,CIN,L,3-9,GS-4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.167,.167,.167,.333,9,.21,0.009,0.40,P
5,134 (2),Aug 29,FLA,,ATL,L,4-7,8-9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.167,.167,.167,.333,9,,,,P
6,135,Aug 31,FLA,,PHI,L,2-9,4-7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.143,.143,.143,.286,9,.19,-0.005,-0.11,P
7,137 (1),Sep 2,FLA,,PHI,W,7-6,4-5,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.143,.143,.143,.286,9,,,,P
8,140 (2),Sep 5,FLA,@,WSN,L,4-6,1-4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.125,.125,.125,.250,9,1.46,-0.038,-0.43,P
9,143 (2),Sep 9,FLA,@,PHI,L,5-8,4-6,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.125,.125,.125,.250,9,,,,P
10,145 (1),Sep 11,FLA,,WSN,W,13-8,4-4,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.125,.125,.125,.250,9,,,,P
11,146,Sep 12,FLA,,WSN,W,5-4,12-GF(12),0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.125,.125,.125,.250,5,,,,P
12,148 (1),Sep 15,FLA,@,COL,W,10-2,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.125,.125,.125,.250,9,,,,P
13,150 (1),Sep 17,FLA,@,ATL,L,6-11,5-6,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.125,.125,.125,.250,9,,,,P
14,152 (1),Sep 19,FLA,@,ATL,L,1-5,GS-5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.125,.125,.125,.250,9,1.11,-0.020,-0.21,P
15,156 (3),Sep 23,FLA,,NYM,L,6-7,11-GF(11),0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.125,.125,.125,.250,8,,,,P
16,158 (1),Sep 26,FLA,,CHC,W,7-4,GS-4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.111,.111,.111,.222,9,2.13,-0.060,-0.59,P
