40 (39),May 16,SFG,@,SDP,L,1-4,GF,3,1.0,0,0,0,0,0,PH C
59 (18),Jun 8,SFG,@,MON,L,3-17,GF,31,5.0,5,0,0,5,0,C
80 (20),Jul 1 (1),SFG,@,ATL,W,14-6,GS,15,3.0,1,0,0,1,0,C
92 (11),Jul 14,SFG,,PIT,L,2-7,GF,9,2.0,1,0,0,1,0,PH C
121 (28),Aug 18,SFG,@,PIT,L,5-6,GF,5,1.0,0,0,0,0,0,PH 3B
129 (7),Aug 27,SFG,@,PHI,L,4-7,GF,4,1.1,1,0,0,1,0,C
145 (15),Sep 13,SFG,@,SDP,W,8-6,GS,30,6.2,3,0,0,3,0,C
146,Sep 14,SFG,@,SDP,L,3-4,CG,37,8.0,4,1,0,5,0,C
157 (10),Sep 24,SFG,@,HOU,L,6-10,GF,7,2.0,2,0,0,2,0,PH C
160 (2),Sep 28,SFG,@,CIN,W,5-3,GS,26,7.0,4,0,1,5,0,C
161,Sep 29,SFG,@,CIN,L,6-13,GF,12,2.2,0,1,0,1,0,2B
