1,Apr 23,WSH,,PHA,W,1-0,CG,0,13.0,4,2,0,6,1,
2,Apr 24,WSH,,PHA,L,5-6,CG,0,13.0,3,0,1,4,0,
3,Apr 27,WSH,,BOS,L,0-8,CG,0,9.0,2,0,1,3,0,
4,Apr 28,WSH,,BOS,L,5-6,GF,0,1.0,1,0,0,1,0,
