1,135 (134),Sep 17 (1),PHA,,CLE,L,6-7,CG,4,4,1,1,0,0,0,,0,,1,0,0,,,,0,,.250,.250,.250,.500,5,SS
2,143 (7),Sep 23,PHA,,DET,L,5-6,CG,4,4,0,1,0,0,0,0,0,,0,0,0,,,,0,,.250,.250,.250,.500,6,SS
3,144,Sep 24 (1),PHA,,CHW,L,5-7,CG,4,4,0,1,0,0,0,0,0,,0,0,0,,,,1,,.250,.250,.250,.500,6,SS
